"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"CopyDeviceToHost",1,156320,156320,93.76199616122841
"FillBuffer",1,7360,7360,4.414587332053743
"CopyHostToDevice",2,3040,1520,1.8234165067178503
