"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"myKernel(int, int, double, double*, double*, double*) [clone .kd]",1,13440,13440,63.1578947368421
"__amd_rocclr_fillBufferAligned.kd",1,7840,7840,36.8421052631579
